Type,City,Country,Latitude,Longitude
supercharger,Chengdu,China Mainland,30.6074,104.072714
supercharger,Bielefeld,Germany,51.996837,8.6157806
supercharger,Fuyang,China Mainland,32.878643,115.814755
supercharger,Suzhou,China Mainland,31.251262,120.709638
supercharger,Ørsta/Volda,Norway,62.140422,6.090191
supercharger,Beijing,China Mainland,39.911656,116.129218
supercharger,Woodcliff Lake,United States,41.041782,-74.073657
supercharger,Ningbo,China Mainland,29.955014,121.607438
supercharger,창원시,South Korea,35.22269,128.68126
supercharger,Waterloo,United States,42.45936482,-92.328785
supercharger,Wenzhou,China Mainland,28.048853,120.862025
supercharger,Johnson City,United States,30.269958,-98.398023
supercharger,Shenzhen,China Mainland,22.718168,113.861517
supercharger,Chengdu,China Mainland,30.583752,104.247186
supercharger,San Jose,United States,37.294497,-121.873
supercharger,Illertissen,Germany,48.218806,10.127389
supercharger,Cordele,United States,31.963601,-83.766131
supercharger,미추홀구,South Korea,37.470798,126.665855
supercharger,Wenzhou,China Mainland,27.968341,120.59323
supercharger,Beaune,France,47.04312,4.841182
supercharger,Orangeburg,United States,33.55229,-80.82793
destination charger,Coram,,48.43809988,-114.0408364
supercharger,Zhengzhou,China Mainland,34.761028,113.668268
supercharger,Rocky Hill,United States,41.657538,-72.664157
supercharger,Syracuse,United States,43.06725,-76.174972
supercharger,Campbellton,Canada,48.007378,-66.672172
standard charger,Hong Kong,Hong Kong,22.320046,114.158104
supercharger,Guangzhou,China Mainland,23.013109,113.359129
supercharger,Maxdorf,Germany,49.4759,8.32811
supercharger,Surrey,Canada,49.192336,-122.806141
supercharger,Hangzhou,China Mainland,30.279558,120.143642
supercharger,Crossville,United States,35.98435,-85.01058
supercharger,Hangzhou,China Mainland,30.241554,120.263024
supercharger,Lindau,Germany,47.56521524,9.737513967
supercharger,Brighouse,United Kingdom,53.713158,-1.744952
supercharger,Shanghai,China Mainland,31.250775,121.545518
supercharger,Shanghai,China Mainland,31.180355,121.379942
supercharger,Beijing,China Mainland,39.946298,116.438603
destination charger,鼓山區,Taiwan,22.6558743,120.3036191
supercharger,Manassas,United States,38.79302,-77.51554
supercharger,인천광역시,South Korea,37.53236,126.64166
supercharger,Leesburg,United States,39.10322,-77.52516
supercharger,Mohe,China Mainland,52.97510241,122.5438263
standard charger,Saint-Martial-de-Valette,France,45.531292,0.632952
supercharger,Saint-Jeoire-Prieuré,France,45.525434,5.974838
supercharger,Tillamook,United States,45.45632531,-123.8439388
supercharger,Water Mill,United States,40.911877,-72.353105
destination charger,Chetumal,Mexico,18.50018,-88.296954
destination charger,Memphis,,35.13603,-89.99039
supercharger,Pontoise,France,49.035391,2.164929
standard charger,Griffith,Australia,-34.289158,146.05112
supercharger,San Jose,United States,37.417306,-121.956825
supercharger,Seevetal,Germany,53.38086,10.01762
supercharger,Madras,United States,44.614095,-121.134935
destination charger,Tweed Heads West,Australia,-28.197584,153.506495
supercharger,Aalborg,Denmark,57.052108,9.966026
supercharger,Aire du Bourbonnais,France,46.49733141,3.361729942
supercharger,Mira Mesa,United States,32.911788,-117.145678
supercharger,Auburn,United States,32.576433,-85.497607
supercharger,Alma,Canada,48.54992612,-71.65215546
supercharger,Marina,United States,36.666452,-121.810105
standard charger,Hong Kong,Hong Kong,22.41778,114.22535
standard charger,"Ribadedeva, Asturias",Spain,43.392372,-4.57613
supercharger,Concord,United States,37.970182,-122.058569
destination charger,南區,Taiwan,24.121174,120.67947
supercharger,Yilan,Taiwan,24.61774,121.8255
destination charger,南庄鄉,Taiwan,24.5853905,120.9974238
destination charger,台東市,Taiwan,22.75779,121.13606
supercharger,Torrance,United States,33.836059,-118.340008
supercharger,Mount Wellington,New Zealand,-36.913248,174.841384
standard charger,Selva di Valgardena,Italy,46.556347,11.758055
supercharger,Doylestown,United States,40.300083,-75.126988
supercharger,Genoa,United States,41.49062,-83.36665
destination charger,鼓山區,Taiwan,22.6565,120.30633
supercharger,Le Mans 2,France,48.05298386,0.16638841
supercharger,Yulin,China Mainland,37.59815163,108.8079715
supercharger,Tomah,United States,44.018871,-90.507488
supercharger,Towson,United States,39.39638,-76.57499
supercharger,Changsha,China Mainland,28.2734778,113.366587
supercharger,Weinan,China Mainland,34.49430679,109.4614725
supercharger,東山區,Taiwan,23.284657,120.39851
supercharger,Shenzhen,China Mainland,22.51756407,113.9331438
supercharger,Guangzhou,China Mainland,23.10056976,113.327821
standard charger,Hong Kong,Hong Kong,22.33694,114.14799
supercharger,Seljord,Norway,59.480735,8.635637
supercharger,Fredrikshavn,Denmark,57.437649,10.5379777
supercharger,Berchtesgaden,Germany,47.6297816,12.9970943
supercharger,Icheon,South Korea,37.27882,127.4345
supercharger,Weaverville,United States,40.72053,-122.928066
supercharger,Geelong,Australia,-38.065192,144.382451
supercharger,Dallas,United States,32.867759,-96.767184
supercharger,East Hampton,United States,40.965512,-72.189662
supercharger,Bloomington,United States,44.840754,-93.29828
supercharger,Menomonee Falls,United States,43.164454,-88.065821
supercharger,Huntington Beach,United States,33.659492,-117.998914
standard charger,楠西區,Taiwan,23.13348,120.509128
supercharger,Yakima,United States,46.609653,-120.491932
supercharger,GaspŽ,Canada,48.831931,-64.486106
supercharger,Sandy Springs,United States,33.9304,-84.3733
supercharger,Jacksonville,United States,30.253396,-81.536872
supercharger,Mangaweka,New Zealand,-39.809734,175.788235
supercharger,Davie,United States,26.092163,-80.249692
supercharger,Evenes,Norway,68.49324692,16.70001239
supercharger,Verín,Spain,41.94025,-7.43495
supercharger,Bucheon,South Korea,37.52477,126.7513
supercharger,Mahwah,United States,41.088863,-74.143201
supercharger,Sioux City,United States,42.44110061,-96.345953
supercharger,Suarlée,Belgium,50.486021,4.797235
supercharger,Beauharnois,Canada,45.314682,-73.878534
supercharger,College Station,United States,30.627819,-96.334816
supercharger,Vigo,Spain,42.239078,-8.708761
supercharger,Dublin,United States,37.71596846,-121.9102411
supercharger,Montenero di Bisaccia,Italy,42.06240999,14.77891254
destination charger,상남면,,37.84515,128.35056
supercharger,Princeton,United States,37.36388,-81.05238
supercharger,Denton,United States,33.214525,-97.133077
supercharger,Chicago,United States,41.87815403,-87.62972522
supercharger,Madison,United States,30.43387,-83.4535
supercharger,Union,United States,40.69767847,-74.26350936
supercharger,Jacksonville,United States,34.776427,-77.414366
supercharger,Fagersta/Ludvika,Sweden,59.9783683,15.7992321
supercharger,Ål,Norway,60.62995,8.563961
supercharger,Lamar,United States,38.089379,-102.618385
supercharger,Zhongshan,China Mainland,22.55954,113.456535
standard charger,Esbjerg,Denmark,55.523337,8.354164
destination charger,半田市,Japan,34.89732137,136.9473717
supercharger,Budapest,Hungary,47.4695541,19.02685
destination charger,Morelia,Mexico,19.67856,-101.1788249
supercharger,Cottonwood,United States,40.389124,-122.288043
destination charger,Batchawana Bay,Canada,46.9464519,-84.57511
destination charger,North Rustico,Canada,46.428852,-63.201192
destination charger,成功鎮,Taiwan,23.00576136,121.3166549
supercharger,Wuhan,China Mainland,30.569698,114.250076
destination charger,León,Mexico,21.16583,-101.7120427
supercharger,Zhangjiakou,China Mainland,40.755268,114.906113
supercharger,Shanghai,China Mainland,31.141099,121.432492
supercharger,Xi'an,China Mainland,34.358946,108.944212
supercharger,Shenzhen,China Mainland,22.48140966,113.9161419
supercharger,Chengdu,China Mainland,30.727089,103.941547
supercharger,Chengdu,China Mainland,30.703255,104.037733
supercharger,臺中市,Taiwan,24.11528342,120.6541725
supercharger,Eberstalzell,Austria,48.039397,13.991102
destination charger,경기도,South Korea,37.33423,127.2943
supercharger,Salzgitter,Germany,52.135575,10.288412
standard charger,Tournus,France,46.559022,4.914341
supercharger,Arcadia,United States,27.2095,-81.83774
supercharger,函館,Japan,41.83071,140.73577
destination charger,Florence,United States,43.94519,-124.105
destination charger,Kouchibouguac,Canada,46.827427,-64.913764
destination charger,St. Petersburg,,27.777852,-82.6301982
supercharger,Ypsilanti,United States,42.241029,-83.613118
destination charger,SANTA BARBARA CA,United States,34.41707,-119.677
supercharger,el Aviv-Yafo,Israel,32.077987,34.793798
supercharger,Soledad,United States,36.418471,-121.320325
destination charger,Deadwood,United States,44.396522,-103.716875
supercharger,Madisonville,United States,30.966177,-95.879563
supercharger,광주시,South Korea,37.403322,127.223379
standard charger,Mandelieu La Napoule,France,43.53768,6.94456
destination charger,Las Vegas,United States,36.165622,-115.133481
supercharger,Kalwang,Austria,47.422725,14.759266
standard charger,Halic,Slovakia,48.356619,19.57602
destination charger,Atlanta,United States,33.77985,-84.38061
destination charger,Wichita,United States,37.72091,-97.20063
destination charger,Johnson City,United States,36.37602,-82.4291
destination charger,Merrill,United States,45.17884798,-89.65444334
supercharger,Keflavik,Iceland,63.998521,-22.588219
destination charger,Coppell,United States,32.9666424,-97.0304626
supercharger,Kraków,Poland,50.028125,19.950808
destination charger,Frankton,New Zealand,-45.022634,168.73901
destination charger,熊本県,Japan,32.71295,130.7765
supercharger,長濱鄉,Taiwan,23.28286931,121.4276442
supercharger,Burgdorf,Germany,52.122721,10.229286
supercharger,Yaizu,Japan,34.87243374,138.3184757
supercharger,Basingstoke,United Kingdom,51.2628304,-1.0716521
supercharger,Kempsey,Australia,-31.0777,152.843
supercharger,Wagga Wagga,Australia,-35.1307,147.3401
supercharger,Hemsbach,Germany,49.593988,8.632471
supercharger,Gwangjin,South Korea,35.14691,126.9161
supercharger,Yeoju,South Korea,37.31941,127.6043
supercharger,Castlebellingham North,Ireland,53.8967426,-6.3891959
supercharger,Albuquerque,United States,35.08438518,-106.6504225
supercharger,Soltau,Germany,52.983494,9.925521
supercharger,Squamish,United States,49.72297441,-123.1526474
supercharger,Mapo,South Korea,37.57743,126.8842
supercharger,Portsmouth - Port Solent,United Kingdom,50.838618,-1.090389
supercharger,Fes,Morocco,33.996986,-4.97006587
supercharger,Rabat,Morocco,33.991243,-6.836882
supercharger,Jeju,South Korea,33.41141,126.2251
supercharger,Beynost,France,45.8317422,5.02666
supercharger,Blaxland,Australia,-33.745,150.6103
supercharger,Wakefield,United Kingdom,53.6828829,-1.5513498
supercharger,Harderwijk,Netherlands,52.332104,5.641615
supercharger,New Taipei,Taiwan,25.03896,121.4605
supercharger,Incheon,South Korea,37.44872,126.7092
supercharger,Yongin,South Korea,37.2632,127.1634
supercharger,Stockholm East,Sweden,59.3114028,18.174915
supercharger,Mantorp,Sweden,58.3654169,15.2961975
supercharger,Alcoa,United States,35.78951855,-83.97392971
supercharger,Gliwice,Poland,50.259648,18.65553
supercharger,Bristol East,United Kingdom,51.4257583,-2.5228827
supercharger,Dongdaemun,South Korea,37.5647,127.0682
supercharger,Wells,United States,43.32233122,-70.58089626
supercharger,Potsdam,United States,44.66984104,-74.98175495
supercharger,Orlando,United States,28.42121918,-81.47422905
supercharger,Matthews,United States,35.11679369,-80.72369005
supercharger,Richburg,United States,34.7160446,-81.01948784
supercharger,Iowa,United States,30.23682982,-93.01363018
supercharger,Las Vegas,United States,36.17156553,-115.1391541
supercharger,North Canton,United States,40.87587824,-81.40222123
supercharger,Terrell,United States,32.73613952,-96.27511493
supercharger,Perth Amboy,United States,40.50666698,-74.26586137
supercharger,Rotterdam,United States,42.78675029,-73.97102559
supercharger,Ridgeland,United States,32.48066237,-80.98036282
supercharger,Westminster,United States,39.5751889,-76.99597797
supercharger,Spartanburg,United States,34.94957956,-81.93168716
supercharger,Pompano Beach,United States,26.23867333,-80.12410599
supercharger,Nashville,United States,36.16262772,-86.78140879
supercharger,Timonium,United States,39.43547624,-76.61317056
supercharger,Portland,United States,45.5151958,-122.67838
supercharger,Jackson,United States,42.24585254,-84.40045735
supercharger,New Springfield,United States,40.9172173,-80.60587652
supercharger,North Branch,United States,45.5102048,-92.99314247
supercharger,Katy,United States,29.78578134,-95.82451549
supercharger,Sulphur,United States,30.23662375,-93.37744268
supercharger,Vicksburg,United States,32.3143758,-90.90017
supercharger,Tully,United States,42.7981397,-76.10950402
supercharger,Oak Brook,United States,41.83990365,-87.95764706
supercharger,信義區,Taiwan,25.048865,121.577169
supercharger,Guilford,United States,41.28887988,-72.67432836
supercharger,Superior,United States,47.192149,-114.888901
standard charger,Usti nad Labem,Czech Republic,50.66167,14.04041
destination charger,恆春鎮,Taiwan,21.9475573,120.7420096
supercharger,Parachute,United States,39.4516979,-108.0530002
supercharger,Hollywood,United States,26.01136928,-80.14930359
supercharger,Miramar,United States,25.98606595,-80.30357641
standard charger,Bellmunt del Priorat,Spain,41.154056,0.76532
supercharger,Miami,United States,25.84784754,-80.18464659
supercharger,Smyrna,United States,39.29978932,-75.60482954
supercharger,Chofu,Japan,35.66411317,139.5270243
standard charger,Slavonice,Czech Republic,49.007112,15.329819
supercharger,College Station,United States,30.62779055,-96.33485105
supercharger,Chugiak,United States,61.40194627,-149.4675438
supercharger,Phoenix,United States,33.44820913,-112.073818
supercharger,Cranberry Township,United States,40.68486178,-80.10721814
supercharger,Anderson,United States,40.44819525,-122.2981108
supercharger,Fort Pierce,United States,27.44698605,-80.32596913
supercharger,Blakeslee,United States,41.09271362,-75.59265642
supercharger,Newark,United States,37.53004511,-122.038344
supercharger,San Diego,United States,32.71570156,-117.161099
supercharger,Bend,United States,44.0580902,-121.3151393
supercharger,Bossier City,United States,32.5157966,-93.73222933
supercharger,Milk River,Canada,49.15182936,-112.0866296
supercharger,Colorado Springs,United States,38.83383393,-104.8217053
supercharger,Edwardsville,United States,38.81176261,-89.95309798
supercharger,Framingham,United States,42.27906905,-71.41670582
supercharger,King City,United States,36.2129034,-121.1263344
supercharger,Boone,United States,36.2167918,-81.67475831
supercharger,Hollister,United States,36.85252137,-121.4020545
supercharger,Ellenton,United States,27.52173362,-82.52753116
supercharger,Tustin,United States,33.74208681,-117.8236542
supercharger,Freetown,United States,41.762089,-71.01561762
supercharger,Oxnard,United States,34.19767465,-119.17738
supercharger,Denver,United States,39.73844958,-104.9902595
supercharger,Effingham,United States,39.12001096,-88.54333081
supercharger,Chehalis,United States,46.66524611,-122.9698002
supercharger,Clearwater,United States,27.96559942,-82.79997516
destination charger,Pordenone,Italy,45.957556,12.656531
destination charger,Letchworth Garden City,United Kingdom,51.961173,-0.2199
destination charger,Norfolk,United States,36.845252,-76.2908056
destination charger,Mesa,United States,33.382957,-111.718783
destination charger,Jay,United States,44.938208,-72.504311
destination charger,Talloires,France,45.838534,6.214552
destination charger,Boise,United States,43.611307,-116.2733311
destination charger,Ridgeland,United States,32.4417396,-90.1499778
destination charger,Cedar Rapids,United States,42.028453,-91.620215
destination charger,Carmel,United States,36.501896,-121.9374874
destination charger,Houston,United States,29.707875,-95.403851
destination charger,Oberstdorf,Germany,47.4061,10.272488
destination charger,Oberdorf,Switzerland,47.459807,7.741883
supercharger,Benavente,Spain,42.007749,-5.663257
supercharger,Auburn Hills,United States,42.706976,-83.288944
destination charger,Svendborg,Denmark,55.060427,10.635765
destination charger,Ischgl,Austria,47.014422,10.295886
destination charger,Norman,United States,35.293464,-97.490495
destination charger,Little Rock,United States,34.7491878,-92.3405565
destination charger,St. Peter-Ording,Germany,54.314298,8.605479
destination charger,Cowra,Australia,-33.835478,148.681727
destination charger,Walland,United States,35.687809,-83.86247
destination charger,蔵原町,Japan,31.723795,131.06763
destination charger,Gstaad,Switzerland,46.473287,7.289425
destination charger,Queretaro,Mexico,20.653219,-100.432611
supercharger,Forks,United States,47.942921,-124.385236
supercharger,Kuttawa,United States,37.073405,-88.124752
destination charger,"Flaxmere, Hastings",New Zealand,-39.60749,176.775622
destination charger,One' di Fonte,Italy,45.784334,11.876512
destination charger,Vysoke Tatry,Slovakia,49.156079,20.156586
destination charger,Strba - Strbske Pleso,Slovakia,49.119129,20.058985
destination charger,Gruenheide OT Freienbrink,Germany,52.386328,13.800637
destination charger,Little Rock,United States,34.720273,-92.227918
destination charger,인천광역시,South Korea,37.43995,126.4561
destination charger,Rolleboise,France,49.022675,1.609376
destination charger,Alicante,Spain,38.579178,-0.093634
destination charger,Hot Springs,United States,43.42552,-103.470379
destination charger,Madison,United States,43.0740713,-89.3899826
destination charger,Cefalu',Italy,38.029095,14.014833
supercharger,Ashburn,United States,39.009092,-77.502241
destination charger,Rapallo,Italy,44.338329,9.222458
destination charger,Saalbach,Austria,47.391018,12.644573
destination charger,Washington,United States,38.906456,-77.031163
destination charger,Santa Monica,United States,34.007904,-118.490424
destination charger,North Conway,United States,44.0534107,-71.1244516
destination charger,Hamilton,United States,39.401888,-84.563181
supercharger,Augusta,United States,33.481657,-82.130253
destination charger,Fort Davis,United States,30.589132,-103.893967
supercharger,Cork,Ireland,51.886592,-8.39677
destination charger,Healdsburg,United States,38.646898,-122.927687
supercharger,Emsbüren,Germany,52.359241,7.264215
destination charger,New York,United States,40.762234,-73.979036
standard charger,Tooradin,Australia,-38.215036,145.422849
supercharger,Dugopolje,Croatia,43.587366,16.576462
destination charger,Mesa Verde National Park,United States,37.260149,-108.494074
destination charger,서울시 - 신형 1개,South Korea,37.5679165,126.9086862
supercharger,Hong Kong,"Hong Kong S.A.R., China",22.278527,114.184858
supercharger,Ceprano,Italy,41.544226,13.511958
supercharger,Los Angeles,United States,34.04753,-118.264429
destination charger,New York,United States,40.816777,-73.947435
destination charger,Chailly-sur-Armançon,France,47.273095,4.489163
destination charger,Helsinki,Finland,60.2051,24.9377
destination charger,Verbania,Italy,45.95803,8.47251
destination charger,Kamloops,Canada,50.651584,-120.370114
standard charger,Dorfgastein,Austria,47.242382,13.109452
destination charger,Riverside,United States,33.986065,-117.372628
destination charger,Roma,Australia,-26.576259,148.785654
supercharger,Chambéry,France,45.593132,5.898176
destination charger,Driggs,United States,43.747162,-111.111474
destination charger,Spokane,United States,47.657247,-117.423946
destination charger,Robbinsville,United States,35.342588,-83.890898
destination charger,Jaspers Brush,Australia,-34.785156,150.670093
supercharger,Woodstock,Canada,46.122936,-67.606398
supercharger,Flossmoor,United States,41.529301,-87.709496
destination charger,Newton Abbot,United Kingdom,50.517219,-3.789148
destination charger,Rutherford,United States,38.468316,-122.404902
destination charger,Miguel Hidalgo,Mexico,19.439398,-99.20019
supercharger,Big Rapids,United States,43.689751,-85.515625
destination charger,Santa Monica,United States,34.010562,-118.485467
destination charger,Jamestown,Australia,-33.199661,138.606465
destination charger,Heybridge,Australia,-41.076068,145.989009
supercharger,Channelview,United States,29.784665,-95.110612
destination charger,Morzine,France,46.175386,6.707523
destination charger,Ludorf,Germany,53.37941,12.669674
destination charger,Fasano,Italy,40.863614,17.386991
destination charger,Kahl am Main,Germany,50.068431,9.006302
destination charger,Kalmar,Sweden,56.673303,16.320634
destination charger,Puebla,Mexico,19.098892,-98.234342
destination charger,Alexandria,United States,38.807129,-77.059363
destination charger,Puerto Vallarta,Mexico,20.568036,-105.251389
destination charger,Puerto Vallarta,Mexico,20.642277,-105.235824
destination charger,San Diego,United States,32.7176572,-117.1669007
destination charger,Hilton Head Island,United States,32.2089885,-80.6815982
destination charger,Bressanone,Italy,46.719142,11.653697
destination charger,Lynge,Denmark,55.823872,12.305142
destination charger,Gateway,United States,38.677497,-108.979798
destination charger,Niagara-on-the-Lake,Canada,43.257904,-79.077199
destination charger,壽豐鄉,Taiwan,23.910937,121.603346
destination charger,Wilyabrup,Australia,-33.786329,115.030856
destination charger,Orebro,Sweden,59.270527,15.213745
destination charger,Manchester,United States,43.1656169,-73.0706255
destination charger,Eastern Creek,Australia,-33.801991,150.871032
destination charger,Dallas,United States,32.887017,-96.768894
destination charger,Near Braunton,United Kingdom,51.11842,-4.221135
destination charger,Sainte-Preuve,France,49.617202,3.914441
destination charger,Bindslev,Denmark,57.592876,10.183893
destination charger,Aspen,United States,39.188821,-106.821168
destination charger,Mountain Village,United States,37.933296,-107.851414
destination charger,Pulheim,Germany,50.993302,6.820619
destination charger,De Panne,Belgium,51.097173,2.5843
destination charger,Pasadena,United States,29.657367,-95.157818
destination charger,Cuernavaca,Mexico,18.935344,-99.196888
destination charger,Pachuca,Mexico,20.003296,-98.826925
destination charger,Stordal,Norway,62.335784,7.095905
destination charger,Monza,Italy,45.601178,9.268996
supercharger,San Luis de la Paz,Mexico,21.294528,-100.593546
supercharger,West Yellowstone,United States,44.656089,-111.099022
supercharger,Vinje,Norway,59.570131,7.992551
supercharger,Lithonia,United States,33.698936,-84.173176
destination charger,Ciudad Insurgentes,Mexico,25.257942,-111.777939
standard charger,Aerzen,Germany,52.069152,9.251654
destination charger,Bishopstone,United Kingdom,51.552089,-1.648055
standard charger,Aalen-Unterkochen,Germany,48.816774,10.142878
destination charger,Morzine,France,46.179577,6.702311
destination charger,Ardmore,Ireland,51.948636,-7.715339
destination charger,Seefeld,Austria,47.335623,11.187452
destination charger,吉安鄉,Taiwan,23.955964,121.605056
destination charger,Fujairah,United Arab Emirates,25.119928,56.329778
destination charger,Austin,United States,30.26197,-97.742421
destination charger,Holmfirth,United Kingdom,53.570356,-1.83982
destination charger,Vikbolandet Norrköping,Sweden,58.605269,16.675801
destination charger,New York,United States,40.765108,-73.963389
destination charger,Baiersbronn-Schwarzenberg,Germany,48.59738,8.383892
destination charger,Hopfgarten,Austria,47.446548,12.161257
destination charger,Walla Walla,United States,46.0679132,-118.3408991
destination charger,Emmersdorf,Austria,48.241704,15.337243
destination charger,Pfronten,Germany,47.570013,10.592119
destination charger,Vevey,Switzerland,46.45853,6.847856
destination charger,Portballintrae,United Kingdom,55.215594,-6.544306
supercharger,Barberaz,France,45.56085,5.949646
destination charger,Lausanne,Switzerland,46.511286,6.628545
destination charger,Orlando,United States,28.469195,-81.46686
destination charger,長浜市,Japan,35.46898,136.106851
destination charger,Mayrhofen,Austria,47.167462,11.861239
destination charger,Reith bei Kitzbuehel,Austria,47.467038,12.349957
destination charger,Frankfurt am Main,Germany,50.097485,8.646215
supercharger,Bispingen,Germany,53.104089,9.981917
destination charger,Saluda,United States,35.229295,-82.335268
destination charger,Montecatini Terme,Italy,43.889448,10.776389
destination charger,Geyserville,United States,38.716197,-122.893565
destination charger,New Lambton,Australia,-32.9207508,151.7155217
destination charger,恆春鎮,Taiwan,21.928568,120.734054
destination charger,Healdsburg,United States,38.688576,-122.946783
destination charger,Waresley,United Kingdom,52.17529,-0.173312
supercharger,Santiago de Compostela,Spain,42.910214,-8.493239
destination charger,Langenberg,Germany,51.774935,8.315697
supercharger,Pinellas Park,United States,27.846096,-82.678125
destination charger,Dunsany,Ireland,53.527645,-6.591041
supercharger,Dietikon,Switzerland,47.418125,8.396816
destination charger,Sharjah,United Arab Emirates,25.396145,55.422924
destination charger,Riverhead,United States,40.920309,-72.666232
supercharger,Payson,United States,34.242214,-111.322563
destination charger,Jamestown,Australia,-33.204586,138.601931
destination charger,Grandola ed Uniti,Italy,46.017981,9.217159
supercharger,Los Gatos,United States,37.230356,-121.979198
supercharger,Hong Kong,"Hong Kong S.A.R., China",22.26237,114.130487
destination charger,Caloundra,Australia,-26.803788,153.125256
supercharger,Dundee,United Kingdom,56.466428,-3.062962
destination charger,Las Cruces,United States,32.310125,-106.778422
destination charger,Samnaun,Switzerland,46.943732,10.359798
destination charger,Muehlhausen,Germany,51.208054,10.45715
destination charger,Starnberg,Germany,47.998544,11.341089
destination charger,Kennesaw,United States,34.010854,-84.574979
destination charger,고양시 일산동구,South Korea,37.6439182,126.7614709
destination charger,Brick,United States,40.055041,-74.133937
destination charger,魚池鄉,Taiwan,23.866283,120.902932
destination charger,Paso Robles,United States,35.6423898,-120.6876664
supercharger,Skulestadmo,Norway,60.658184,6.436238
destination charger,Palm Springs,United States,33.818865,-116.54812
destination charger,Donostia,Spain,43.322039,-1.963838
destination charger,Sedgefield,United Kingdom,54.653993,-1.448381
destination charger,Cle Elum,United States,47.207984,-121.019499
destination charger,Staten Island,United States,40.629216,-74.111537
destination charger,Villaroger,France,45.594948,6.863289
destination charger,Roevershagen,Germany,54.162656,12.229127
destination charger,Charlotte,United States,35.151587,-80.95232
supercharger,Baie-Saint-Paul,Canada,47.435862,-70.506317
destination charger,Milano,Italy,45.486814,9.157178
destination charger,Arties,Spain,42.699966,0.873265
supercharger,South Hill,United States,36.748516,-78.103517
destination charger,Tucson,United States,32.312715,-110.9121
destination charger,Speculator,United States,43.496347,-74.360572
destination charger,Bad Wildungen,Germany,51.114078,9.110404
destination charger,Ankeny,United States,41.70508,-93.57325
destination charger,Mooloolaba,Australia,-26.68511,153.12989
destination charger,Hopferau,Germany,47.614037,10.633074
destination charger,Linthe,Germany,52.154935,12.785809
destination charger,Bayrischzell,Germany,47.684606,11.988474
destination charger,Stralsund,Germany,54.316635,13.092717
destination charger,Freiburg,Germany,48.003136,7.84174
destination charger,Bern,Switzerland,46.948782,7.440818
supercharger,Cranbury,United States,40.32244,-74.4869
destination charger,Atlatlahuacan,Mexico,18.914752,-98.941923
destination charger,Port Douglas,Australia,-16.50993,145.46267
destination charger,Ravensburg,Germany,47.78024,9.607859
destination charger,Graeagle,United States,39.793039,-120.531491
destination charger,Perth,Australia,-31.961241,115.873439
destination charger,Moon Township,United States,40.5079155,-80.22268
destination charger,Evanston,United States,42.049151,-87.6804256
supercharger,Placerville,United States,38.730424,-120.787998
destination charger,Ternberg,Austria,47.94618,14.357454
standard charger,Porto,Portugal,41.162327,-8.645022
destination charger,Wernberg-Köblitz,Germany,49.538897,12.165665
destination charger,Mazatlan,Mexico,23.252445,-106.455493
destination charger,El Prado,United States,36.465716,-105.661428
destination charger,Las Vegas,United States,36.135098,-115.155522
destination charger,Bad Saulgau,Germany,48.01517,9.501203
destination charger,Cardona,Spain,41.914318,1.68565
destination charger,Etobicoke,Canada,43.695822,-79.567715
destination charger,Benicarlo,Spain,40.41207,0.42781
destination charger,Pettneu am Arlberg,Austria,47.144259,10.339329
destination charger,Vilalba,Spain,43.297999,-7.682793
destination charger,Wyboston,United Kingdom,52.201358,-0.291466
destination charger,Clervaux,Luxembourg,50.053043,6.030075
destination charger,Waxahachie,United States,32.387396,-96.850721
destination charger,"Yaldhurst, Christchurch",New Zealand,-43.521073,172.5024362
supercharger,Huesca,Spain,42.033344,0.104199
destination charger,Tenterfield,Australia,-29.0555,152.020231
destination charger,Thyborøn,Denmark,56.695681,8.20567
destination charger,牡丹鄉,Taiwan,22.189999,120.878784
destination charger,Beograd,Serbia,44.819485,20.456304
destination charger,Badenweiler,Germany,47.801433,7.672099
destination charger,Oxford,United Kingdom,51.810714,-1.201071
destination charger,Callander,United Kingdom,56.233315,-4.428674
destination charger,冬山鄉,Taiwan,24.642332,121.812233
destination charger,壯圍鄉,Taiwan,24.71801,121.810674
destination charger,西屯區,Taiwan,24.175175,120.637516
destination charger,Tlalpan,Mexico,19.302793,-99.207599
destination charger,Amarante,Portugal,41.268109,-8.077868
destination charger,Saalbach,Austria,47.3792741,12.6026835
destination charger,Orlando,United States,28.4032857,-81.4283131
destination charger,Honfleur,France,49.419542,0.231656
standard charger,Dorchester,United Kingdom,50.746058,-2.62077
destination charger,Meridian,United States,43.5878943,-116.3530003
destination charger,St. Helena,United States,38.501427,-122.46489
destination charger,Hamilton,Canada,43.257336,-79.870875
destination charger,Escalante,United States,37.770342,-111.602511
supercharger,Sedona,United States,34.77556,-111.76393
destination charger,Bundoran,Ireland,54.47747,-8.280956
destination charger,San Miguel de Allende,Mexico,20.904104,-100.728702
destination charger,Rehoboth Beach,United States,38.7146717,-75.0824831
destination charger,Los Altos,United States,37.40506,-122.119167
destination charger,Charvensod,Italy,45.728126,7.320089
standard charger,石門區,Taiwan,25.276514,121.601679
destination charger,Cantu',Italy,45.741445,9.119134
destination charger,Houston,United States,29.928071,-95.545954
destination charger,Ranchos de Taos,United States,36.355003,-105.613678
destination charger,Sant'Agata sui Due Golfi,Italy,40.60803,14.373577
destination charger,Codevilla,Italy,44.980449,9.063107
destination charger,Velen,Germany,51.89284,6.984512
destination charger,Dubai,United Arab Emirates,25.094245,55.155992
