Type,City,Country,Latitude,Longitude
standard charger,Feroleto Antico,Italy,38.903869,16.354438
destination charger,Monterrey,Mexico,25.657484,-100.389138
supercharger,Maroochydore,Australia,-26.654159,153.087171
supercharger,Alvdal,Norway,62.114848,10.616398
destination charger,Auggen,Germany,47.788246,7.590349
destination charger,Guadalajara,Mexico,20.67547,-103.388888
supercharger,Denton,United States,33.231373,-97.166412
destination charger,Kärböle,Sweden,61.936478,15.417284
destination charger,서울시,South Korea,37.5645015,126.8330346
destination charger,Chihuahua,Mexico,28.662657,-106.127363
destination charger,Newcastle,Australia,-32.925229,151.773209
supercharger,Uppsala,Sweden,59.939338,17.65612
destination charger,New York,United States,40.740243,-73.997591
supercharger,Medicine Hat,Canada,49.997058,-110.647425
destination charger,Växjö,Sweden,56.921953,14.862309
destination charger,Bordeaux,France,44.859632,-0.569725
destination charger,"Laroya, AlmerÌa",Spain,37.285132,-2.347606
destination charger,Marinhas do Sal,Portugal,39.36374,-8.946109
destination charger,Puebla,Mexico,19.009966,-98.245399
supercharger,Wawa,Canada,47.983312,-84.779863
destination charger,Tübingen,Germany,48.509997,9.059837
destination charger,Huixquilucan de Degollado,Mexico,19.398895,-99.289123
destination charger,Tapachula de Cordova y Ordonez,Mexico,14.900361,-92.266952
destination charger,Monterey,United States,36.611223,-121.858855
destination charger,Skidegate,Canada,53.248297,-131.997628
destination charger,Jersey City,United States,40.71387,-74.04138
destination charger,Kingston,Canada,44.22826,-76.497677
destination charger,Adare,Ireland,52.564192,-8.77779
supercharger,Lierskogen,Norway,59.808914,10.299461
destination charger,Unterseen,Switzerland,46.681039,7.828306
supercharger,Wytheville,United States,36.945693,-81.054651
destination charger,Sassetot-le-Mauconduit,France,49.805249,0.530884
supercharger,Sarasota,United States,27.386298,-82.464374
supercharger,Bay City,United States,43.622061,-83.932241
destination charger,Templeton,United States,35.553471,-120.750739
standard charger,Slangerup,Denmark,55.830936,12.16535
destination charger,Schwerin,Germany,53.628086,11.413883
destination charger,South Lake Tahoe,United States,38.95732,-119.942356
supercharger,South Burlington,United States,44.46286,-73.179308
destination charger,Vail,United States,39.640059,-106.371498
destination charger,Willingen,Germany,51.296039,8.61057
supercharger,Miami,United States,25.76768,-80.192467
destination charger,Madrid,Spain,40.447451,-3.583039
destination charger,San Diego,United States,32.765541,-117.24046
destination charger,Fair Oaks,United States,38.643902,-121.268204
supercharger,Gothenburg,United States,40.917396,-100.170592
destination charger,Brooklyn,United States,40.65601,-73.940902
destination charger,Chico,United States,39.72402,-121.815098
destination charger,"Algeciras, Cádiz",Spain,36.142892,-5.448502
destination charger,Hemingstone,United Kingdom,52.134322,1.121377
destination charger,Cuauhtemoc,Mexico,19.425392,-99.172428
supercharger,Ogallala,United States,41.116493,-101.709415
supercharger,Moosic,United States,41.361979,-75.676596
destination charger,Westminster,United States,39.58717,-77.010051
supercharger,San Carlos,United States,37.503005,-122.24544
destination charger,Moss,Norway,59.443942,10.617227
destination charger,Geyserville,United States,38.703551,-122.858096
destination charger,Silao,Mexico,21.001567,-101.508205
destination charger,Snowflake,United States,34.511439,-110.078235
destination charger,Ashland,United States,42.197543,-122.707718
destination charger,Glandford,United Kingdom,52.931908,1.037459
destination charger,Quincy,United States,47.098792,-119.996204
destination charger,Kannapolis,United States,35.4640148,-80.5893789
destination charger,Padenghe sul Garda,Italy,45.492419,10.51293
destination charger,Huskisson,Australia,-35.046331,150.670478
destination charger,Palm Springs,United States,33.795216,-116.501511
destination charger,Miami Beach,United States,25.819636,-80.12259
destination charger,Tallahassee,United States,30.445186,-84.284643
destination charger,Caion,Spain,43.309212,-8.615173
supercharger,Weyarn,Germany,47.865293,11.790743
supercharger,Kelowna,Canada,49.885799,-119.429277
destination charger,Tulsa,United States,36.091183,-95.924064
destination charger,Braddon,Australia,-35.270452,149.130901
destination charger,Norderstedt,Germany,53.653796,9.983837
destination charger,Little Rock,United States,34.677106,-92.3467039
destination charger,North Little Rock,United States,34.825598,-92.1939038
destination charger,Conway,United States,35.1088695,-92.4351373
destination charger,Dripping Springs,United States,30.29085,-98.07382
destination charger,Rancho Mirage,United States,33.799343,-116.417506
destination charger,Barcelona,Spain,41.39277,2.171705
standard charger,Ronda,Spain,36.746889,-5.169294
destination charger,Lafayette,United States,40.4188952,-86.8351854
destination charger,Rock Hill,United States,34.9784748,-80.9896041
supercharger,Urmond,Netherlands,50.9881005,5.7805974
destination charger,Wilp,Netherlands,52.219382,6.146307
destination charger,Garland,United States,32.864472,-96.541511
destination charger,Rowland Heights,United States,33.994759,-117.891493
destination charger,Guetersloh,Germany,51.945855,8.411218
destination charger,Angvik,Norway,62.893247,8.0914
supercharger,Dordrecht,Netherlands,51.774411,4.653324
destination charger,Excelsior,United States,44.910286,-93.558302
destination charger,Queens,United States,40.776957,-73.90115
destination charger,Llanfairpwll,United Kingdom,53.190417,-4.233559
destination charger,Miami,United States,25.762508,-80.191109
destination charger,Lake Moogerah,Australia,-28.028981,152.553212
destination charger,Healdsburg,United States,38.606658,-122.861649
destination charger,Metung,Australia,-37.892069,147.854199
standard charger,Viterbo,Italy,42.433374,12.096181
destination charger,Traralgon,Australia,-38.194578,146.539431
destination charger,Mt Hotham,Australia,-36.993715,147.153001
destination charger,Nykøbing Falster,Denmark,54.778378,11.880572
destination charger,Ensenada,Mexico,32.039463,-116.654213
destination charger,Ensenada,Mexico,32.11059,-116.551917
destination charger,Miguel Hidalgo,Mexico,19.435233,-99.202104
standard charger,Engelberg,Switzerland,46.819925,8.401555
destination charger,Ottawa,Canada,45.424749,-75.692212
destination charger,Milford,United States,41.323691,-74.801177
destination charger,Flagstaff,United States,35.1936737,-111.6225943
supercharger,Madrid,Spain,40.443856,-3.691665
destination charger,Milano,Italy,45.478296,9.19978
destination charger,Trosa,Sweden,58.894391,17.552241
destination charger,Monterrey,Mexico,25.67416,-100.355648
supercharger,Topeka,United States,39.044394,-95.760226
destination charger,Bjerringbro,Denmark,56.355755,9.603211
destination charger,Palo Alto,United States,37.409314,-122.123068
destination charger,Bad Koetzting,Germany,49.177683,12.853881
destination charger,Lønset,Norway,62.693614,9.097844
destination charger,Fernandina Beach,United States,30.5555893,-81.443739
supercharger,North Ryde,Australia,-33.777782,151.12275
destination charger,Bernried am Starnberger See,Germany,47.869506,11.292671
destination charger,Breiten ob Mörel,Switzerland,46.359478,8.047203
destination charger,Healdsburg,United States,38.632637,-122.895148
destination charger,Mulege,Mexico,26.897669,-111.96527
destination charger,Faro,Portugal,37.085513,-7.944782
destination charger,Valle de Bravo,Mexico,19.214982,-100.158805
destination charger,Barban,Croatia,45.08924,13.961473
destination charger,Puebla,Mexico,19.039036,-98.189511
destination charger,Veavägen,Norway,59.286931,5.24476
supercharger,Whistler,Canada,50.117555,-122.944756
destination charger,Houston,United States,29.783327,-95.467074
destination charger,Ellmau,Austria,47.519865,12.275659
destination charger,南區,Taiwan,22.96752,120.176661
supercharger,Sundsvall,Sweden,62.398466,17.339038
destination charger,Rockford,United States,42.271328,-88.968082
supercharger,Milpitas,United States,37.434659,-121.891445
destination charger,Lake Elmo,United States,44.951306,-92.933065
destination charger,Olomouc,Czech Republic,49.60129,17.246831
supercharger,Hong Kong,"Hong Kong S.A.R., China",22.30488,114.161519
destination charger,Eching,Germany,48.298941,11.625273
destination charger,Gondorf,Germany,49.963461,6.618056
supercharger,Corning,United States,39.92646,-122.1984
destination charger,Casino,Australia,-28.862917,153.048972
standard charger,池上鄉,Taiwan,23.1055,121.198747
supercharger,Glendale,United States,40.707998,-73.866983
destination charger,Santa Barbara,United States,34.408546,-119.693617
destination charger,Toronto,Canada,43.650028,-79.380083
destination charger,Spokane,United States,47.663559,-117.412422
supercharger,Kofu,Japan,35.652671,138.547128
destination charger,Haag am Hausruck,Austria,48.167244,13.656019
supercharger,Langon,France,44.54244,-0.253972
destination charger,Cromer,United Kingdom,52.934128,1.246359
destination charger,New York,United States,40.755363,-73.963841
supercharger,Portage la Prarie,Canada,49.971925,-98.318733
standard charger,Grafenau,Germany,48.867074,13.389172
destination charger,Mezzana,Italy,46.316515,10.799037
destination charger,Tauranga,New Zealand,-37.675794,176.170455
destination charger,Rutherford,United States,38.473609,-122.402659
destination charger,Winterberg,Germany,51.189695,8.465273
destination charger,Brooklyn,United States,40.719751,-73.954866
standard charger,Isle of Skye,United Kingdom,57.454418,-6.314832
destination charger,Bergisch Gladbach,Germany,50.966732,7.159983
destination charger,San Francisco,United States,37.787828,-122.408731
destination charger,Highland,United States,41.720382,-73.963884
supercharger,Osage Beach,United States,38.161838,-92.605664
supercharger,Hermosa Beach,United States,33.865736,-118.395322
destination charger,Plant City,United States,28.026408,-82.150654
destination charger,Cuauhtemoc,Mexico,19.427648,-99.141543
destination charger,Bellevue,United States,47.612345,-122.197702
destination charger,Cuauhtemoc,Mexico,19.432644,-99.135234
destination charger,Varberg,Sweden,57.105339,12.249576
destination charger,Niederthai,Austria,47.128424,10.952641
destination charger,Sanxenxo,Spain,42.405112,-8.805932
destination charger,Park City,United States,40.74606,-111.450343
destination charger,Middletown,United States,41.463118,-74.369714
destination charger,Portofino,Italy,44.304321,9.207171
destination charger,Elko,United States,40.854412,-115.748573
destination charger,Lathuile,France,45.799707,6.205544
destination charger,Ballina,Ireland,53.41889,-6.922942
supercharger,San Diego,United States,32.768391,-117.163314
destination charger,Dallas,United States,32.810335,-96.72919
supercharger,Hauconcourt,France,49.216414,6.170791
destination charger,Sperrebotn,Norway,59.439796,10.780436
destination charger,Mangawhai,New Zealand,-36.130064,174.614853
destination charger,Montreal,Canada,45.502982,-73.568725
destination charger,Annemasse,France,46.180421,6.235034
destination charger,Liberal,United States,37.03072,-100.914859
destination charger,Berlin,Germany,52.457151,13.540239
destination charger,Sioux Falls,United States,43.547096,-96.693196
destination charger,Southern Pines,United States,35.194297,-79.373228
destination charger,Carnarvon,Australia,-24.884137,113.655063
destination charger,Atlanta,United States,33.8454512,-84.3600387
destination charger,湖口鄉,Taiwan,24.883485,121.086894
destination charger,Cajar,Spain,37.138707,-3.569028
destination charger,Burkburnett,United States,34.077106,-98.555634
destination charger,Buchberg bei Herberstein,Austria,47.228551,15.809928
standard charger,Évian-les-Bains,France,46.394001,6.570685
supercharger,성남,South Korea,37.403642,127.109051
destination charger,Pender Island,Canada,48.779173,-123.255203
destination charger,Montecavolo,Italy,44.635458,10.551408
standard charger,Hodrusa Hamre,Slovakia,48.457631,18.853811
destination charger,Blankenberge,Belgium,51.315958,3.133723
destination charger,Bovisio Masciago,Italy,45.603957,9.142123
destination charger,Castrette di Villorba,Italy,45.736457,12.2504
destination charger,Woodstock,United States,43.627036,-72.509767
destination charger,Asikkala,Finland,61.248667,25.424444
destination charger,Ridgedale,United States,36.521683,-93.258774
destination charger,Homburg,Germany,49.374788,7.289553
destination charger,Slano,Croatia,42.7839,17.889723
destination charger,Weissensee,Austria,46.715996,13.313415
destination charger,Rego Park,United States,40.732255,-73.866674
destination charger,Ávila,Spain,40.339884,-5.52046
standard charger,Ružomberok,Slovakia,49.081566,19.254952
destination charger,Tolcayuca,Mexico,19.91852,-98.903666
destination charger,Whistler,Canada,50.117399,-122.944972
supercharger,Rochecorbon,France,47.407325,0.744827
destination charger,Tucson,United States,32.125894,-110.933116
destination charger,Tux,Austria,47.115853,11.684531
destination charger,Altenmarkt an der Alz,Germany,48.00287,12.530888
supercharger,Montélimar,France,44.67524367,4.7955284
standard charger,恆春鎮,Taiwan,21.949692,120.790665
destination charger,Dornoch,United Kingdom,57.894827,-4.05345
destination charger,Sukosan,Croatia,44.131059,15.210139
destination charger,Sibenik,Croatia,43.723207,15.896159
supercharger,Kincardine,Canada,44.172322,-81.616349
standard charger,內埔鄉,Taiwan,22.658369,120.558816
destination charger,Melbourne Beach,United States,28.0056737,-80.5274897
destination charger,St. Georgen im Attergau,Austria,47.934015,13.479013
destination charger,Horseheads,United States,42.1633523,-76.8663819
supercharger,Zionsville,United States,39.950751,-86.343816
supercharger,Maienfeld,Switzerland,47.003965,9.525809
destination charger,Carpinteria,United States,34.3923251,-119.5095392
standard charger,Dinard,France,48.638985,-2.074464
destination charger,Chassieu,France,45.724388,4.969615
destination charger,Leinefelde Worbis,Germany,51.387251,10.3322204
destination charger,Brussels,Belgium,50.828299,4.355694
destination charger,Sydney Olympic Park,Australia,-33.8459,151.06086
destination charger,Dalen,Norway,59.443892,8.011441
destination charger,Dzwirzyno,Poland,54.162913,15.438795
supercharger,Northbrook,United States,42.107547,-87.802407
destination charger,Marco Island,United States,25.928556,-81.728982
standard charger,"Ribes de Freser, Girona",Spain,42.314536,2.170906
destination charger,Paspels,Switzerland,46.750024,9.44329
destination charger,Montréal,Canada,45.49682,-73.573009
supercharger,Tokyo,Japan,35.65951,139.72853
destination charger,Pismo Beach,United States,35.146613,-120.645444
destination charger,Mansfield,Canada,44.196591,-80.052665
supercharger,Kingsville,United States,27.493808,-97.844399
